,id,category,original_text,simple_text,source,collector,preprocessing_text
383,384,일상생활,"가사활동은 점진적으로 증가시키며, 팔이 무겁거나 아프면 팔을 편안한 쿠션에 올리고 쉽니다.","집안일은 조금씩 늘려 하고, 팔이 무겁거나 아프면 푹신한 데에 올려놓고 쉬세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,가사 활동 점진 증가 시키 팔 무겁 거나 아프 팔 편안 쿠션 올리 쉬
384,385,일상생활,"대부분의 경우 사무실 근무는 수술로부터 2주 후, 육체노동은 1-2개월 후 가능합니다.","앉아서 일하는 건 수술하고 2주 뒤, 몸 쓰는 일은 1~2달 뒤에 할 수 있어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,대부분 경우 사무실 근무 수술 로부터 주 후 육체노동 개월 후 가능
385,386,일상생활,"육체노동을 할 경우 팔에 부종이 나타날 수 있으므로 예방 및 치료방법에 관한 교육을 받으십시오(매주 금요일 10-12시, 유방센터).",몸 쓰는 일을 하면 팔이 부을 수 있어서 병원에서 예방 및 치료방법에 대해 배우세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,육체노동 경우 팔 부종 나타나 있 으므로 예방 및 치료 방법 관하 교육 받 으시 ᆸ시오 매주 금요일 시 유방 센터
386,387,일상생활,"운전을 시작할 수 있는 시기는 수술범위에 따라 다양하지만, 대개 수술 3-4주 후부터 가능합니다.",운전은 보통 수술하고 3~4주 뒤부터 할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,운전 시작 있 시기 수술 범위 다양 대개 수술 주 후 가능
387,388,일상생활,단거리 운전에서부터 시작하여 점차 거리를 증가시킵니다.,"처음엔 짧은 거리만 운전하고, 점점 늘려가세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,단거리 운전 에서부터 시작 점차 거리 증가 시키
388,389,일상생활,수술범위에 따라 다양하지만 대개 수술 2-3주 후부터 가능합니다.,사람마다 다르지만 보통 2~3주 뒤면 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,수술 범위 다양 대개 수술 주 후 가능
389,390,병원 방문,"상처가 붉게 부어오름, 고열(38°C 이상), 심한 통증 지속 증상이 있는 경우, 배액관이 빠지거나 갑자기 배액량이 줄어드는 경우 병동이나 외래로 문의하거나가까운 병원이나 응급실을 방문하십시오.","상처가 빨갛게 붓거나 열이 나거나 계속 아프거나, 호스가 빠지거나 액체가 안 나올 때는 병원에 빨리 가세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,상처 붉 부어오르 ᆷ 고열 이상 심 통증 지속 증상 경우 배 액 관 빠지 거나 갑자기 배 액 량 줄 들 경우 병동 이나 외래 문의 거나 가깝 병원 이나 응급실 방문 시
390,391,주의사항,서지브라(수술부위가 붓는 증상을 예방하기 위해 착용한 브라)는 첫 외래 방문 이후 풀어도 됩니다.,붓지 않게 입는 속옷은 병원에 다시 간 다음엔 벗어도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,서지브라 수술 부위 붓 증상 예방 착용 브라 첫 외래 방문 이후 풀 어도
391,392,주의사항,배액관을 가지고 퇴원하는 경우 수일 후 외래에서 배액관을 제거합니다. 그때까지 배액관이 빠지지 않도록 주의해 주십시오.,배액관을 가지고 집에 갔으면 며칠 뒤 병원에서 뺄거에요. 그때까지 빠지지 않게 조심하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3611,김하영,배 액 관 가지 퇴원 경우 수일 후 외래 배액관 제거 배액관 빠지 도록 주의 시
392,393,,우리나라는 BCG 접종을 의무화하고 있으므로 투베르쿨린 검사시 BCG 접종에 따라 위양성이 나올 수 있습니다.,어릴 때 맞는 BCG 주사 때문에 결핵 피부 검사에서 가짜 양성이 나올 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=32,조아람,우리나라 접종 의무 으므로 투베르쿨린 검사 시 접종 위 양성 나오 있
393,394,,"만약 최근에 바이러스 감염을 앓았거나, 생백신(홍역, 유행성 이하선염, 수두, 인플루엔자)를 맞았거나, 코르티코스테로이드(corticosteroids)와 같은 면역 억제 약물을 복용하고 있을 경우에는, 결핵이 몸에 있다고 하더라도 음성반응을 나타낼 수 있습니다.",최근 감기나 예방주사를 맞았거나 면역약을 먹고 있다면 결핵이 있어도 검사에서 안 나올 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=32,조아람,만약 최근 바이러스 감염 앓 거나 생 백신 홍역 유행 이하선염 수두 인플루엔자 맞 거나 코르티코스테로이드 면역 억제 약물 복용 경우 결핵 몸 더라도 음성 반응 나타내 있
394,395,,검사자의 지시에 따라 바륨을 삼키고 자세를 변경하는 것이 중요합니다.,검사할 땐 의료진 말대로 바륨을 삼키고 자세를 바꾸는 게 중요해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,검사자 지시 바륨 삼키 자세 변경 중요
395,396,,"기포가 발생하는 발포제를 삼켰을 경우 다량의 가스가 발생하여 입 안에 가스가 차게 되고, 트림이 유발될 수 있는데 가능한한 트림을 참고 공기를 삼켜야 정확한 검사를 시행할 수 있습니다.",가스를 만드는 약을 먹은 뒤엔 트림을 참아야 검사를 더 정확하게 할 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,기포 발생 발포 제 삼키 경우 다량 가스 발생 입 안 가스 차 트림 유발 는데 가능 트림 참 공기 삼키 정확 검사 시행 있
396,397,,"검사 시 사용하는 바륨으로 인해 오심, 구토, 두드러기, 호흡곤란 등이 생길 수 있으며 변비가 발생할 수 있으므로 금기가 아닌 경우 검사 후 2~3일간 충분한 수분을 섭취를 해주는 것이 좋습니다.","검사약 때문에 메스껍거나 숨이 찰 수 있고, 변비가 올 수 있어요. 검사 후엔 물을 많이 마셔주세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,검사 시 사용 바륨 인하 오심 구토 두드러기 호흡 곤란 생기 있 으며 변비 발생 있 으므로 금기 가 경우 검사 후 일간 충분 수분 섭취 좋
397,398,,연하곤란증이 있는 경우 바륨이 식도가 아닌 기도로 넘어갈 수 있으므로 주의해야 합니다.,음식을 삼키기 힘든 분은 검사약이 기도로 들어갈 수 있어 조심해야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,연하 곤란 증 경우 바륨 식도 가 기도 넘어가 있 으므로 주의
398,399,,장폐쇄나 천공이 있을 경우 검사를 시행하지 않습니다.,장이 막히거나 구멍이 나 있으면 이 검사는 하면 안 돼요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,장 폐쇄 나 천공 경우 검사 시행
399,400,,X-선을 이용한 검사로 임신부이거나 임신 가능성이 있는 경우 의료진과 상의 후 검사 여부를 결정하여야 합니다.,엑스레이를 쓰는 검사라 임신 중이거나 가능성이 있으면 의사와 먼저 상의하세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,선 이용 검사 임신부 거나 임신 가능 경우 의료진 상의 후 검사 여부 결정
400,401,,"조영제 주입 시 일부 환자에서 화끈거림, 통증, 가려움, 호흡곤란, 저혈압, 쇼크 등의 부작용이 생길 수 있습니다.","검사약을 넣을 때 뜨겁거나 숨이 차고, 심하면 기절할 수도 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=13,조아람,조영제 주입 시 일부 환자 화끈거리 통증 가려움 호흡곤란 저 혈압 쇼크 부작용 생기 있
401,402,,"심한 운동, 신장 손상, 만성근육질환, 갑상선호르몬 농도가 낮은 경우, 알콜남용의 경우 CK-MB 농도가 증가할 수 있습니다.","격한 운동이나 콩팥, 근육, 갑상선 문제, 술 때문에 검사 수치가 높아질 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=100,조아람,심 운동 신장 손상 만성 근육 질환 갑상선 호르몬 농도 낮 경우 알콜 남용 경우 농도 증가 있
402,403,,"검사 전 흡연, 음주, 무리한 운동, 커피 등은 검사 결과에 영향을 줄 수 있으므로 금하는 것이 좋습니다.","검사 전에 담배, 술, 심한 운동, 커피는 검사에 영향을 줄 수 있으니 피해주세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=28,조아람,검사 전 흡연 음주 무리 운동 커피 검사 결과 영향 주 있 으므로 금하 좋
403,404,,"심전도에서 비정상적인 소견이 나왔을 경우 심장초음파, 심장혈관조영술 등 추가적인 정밀검사가 필요할 수 있습니다.",심전도 검사에서 이상이 나오면 다른 정밀 검사를 더 해야 할 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=28,조아람,심전도 비 정상 소견 나오 경우 심장 초 음파 심장 혈관 조영술 추가 정밀 검사 필요 있
404,405,,정확한 검사를 위해 검사가 끝날 때까지 움직이지 말아야 합니다.,검사가 끝날 때까지 몸을 움직이지 않아야 정확한 결과가 나와요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,정확 검사 검사 끝나 움직이 말
405,406,,협조가 되지 않는 경우 검사 결과가 정확하지 않을 수 있습니다.,검사를 제대로 받지 않으면 결과가 정확하지 않을 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,협조 가 경우 검사 결과 정확 있
406,407,,검사 후 지혈을 위해 시술 부위를 약 30분간 손으로 압박합니다.,검사 후 피가 나지 않도록 30분 정도 손으로 누르고 있어야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,검사 후 지혈 시술 부위 약 분 간 손 압박
407,408,,필요시 약 2일 정도 압박 붕대를 가슴에 감고 있을 수 있습니다.,필요한 경우 2일 정도 가슴에 붕대를 감고 있어야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,필요시 약 일 정 압박 붕대 가슴 감 있
408,409,,"검사 후 24시간 동안 안정을 취하고, 48시간 동안 과격한 운동은 하지 않도록 합니다.","검사 후 하루는 푹 쉬고, 이틀 동안은 격한 운동을 하지 마세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,검사 후 시간 동안 안정 취하 시간 동안 과격 운동 도록
409,410,,약 5~7일 정도 시술 부위에 물이 닿지 않게 하는 것이 상처 치유에 도움이 됩니다.,상처가 잘 낫도록 5~7일 정도는 시술 부위에 물이 닿지 않게 하세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,약 정도 시술 부위 물 닿 상처 치유 도움
410,411,,"검사 후 유방이 붓는 경우, 심한 멍이나 통증이 발생하는 경우, 출혈 여부를 관찰하도록 합니다.","검사 후 유방이 붓거나 멍, 통증이 생기면 피가 나는지 살펴보세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,검사 후 유방 붓 경우 심하 멍 이나 통증 발생 경우 출혈 여부 관찰 도록
411,412,,이상이 있는 경우 의료진과 상의하도록 합니다.,몸에 이상이 생기면 바로 병원에 알려주세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,이상 있 경우 의료진 상의 도록
412,413,,"드물게 유방 통증, 감염, 피부 열상, 국소 마취제 부작용, 미주신경 반사성 실신 등이 발생할 수 있습니다.","가끔 유방 통증이나 감염, 피부가 벗겨지거나 마취약에 반응해 기절할 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=346,조아람,드물 유방 통증 감염 피부 열 상 국소 마취제 부작용 미주 신경 반사 실신 발생 있
413,414,,검사 후 지혈을 위해 시술 부위를 약 30분간 손으로 압박합니다.,검사 부위에 피가 멈추도록 30분간 손으로 눌러주세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,검사 후 지혈 시술 부위 약 분 간 손 압박
414,415,,필요시 약 2일 정도 압박 붕대를 가슴에 감고 있을 수 있습니다.,필요한 경우 이틀 정도 가슴에 붕대를 감고 있을 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,필요시 약 일 정 압박 붕대 가슴 감 있
415,416,,"검사 후 24시간 동안 안정을 취하고, 48시간 동안 과격한 운동은 하지 않도록 합니다.","검사 후 하루는 쉬고, 이틀 동안은 격한 운동은 하지 마세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,검사 후 시간 동안 안정 취하 시간 동안 과격 운동 도록
416,417,,약 5~7일 정도 시술 부위에 물이 닿지 않게 하는 것이 상처 치유에 도움이 됩니다.,상처가 잘 아물도록 5~7일 동안은 물이 닿지 않게 하세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,약 정도 시술 부위 물 닿 상처 치유 도움
417,418,,"검사 후 유방이 붓는 경우, 심한 멍이나 통증이 발생하는 경우, 출혈 여부를 관찰하도록 합니다.",검사 후 유방이 붓거나 아프면 피가 나는지 살펴보세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,검사 후 유방 붓 경우 심하 멍 이나 통증 발생 경우 출혈 여부 관찰 도록
418,419,,이상이 있는경우 의료진과 상의하도록 합니다.,이상이 느껴지면 바로 병원에 알려주세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,이상 있 경우 의료진 상의 도록
419,420,,"드물게 출혈, 혈종, 유방 통증, 감염, 피부열상, 국소마취제 부작용, 미주신경 반사성 실신등이 발생할 수 있습니다.","드물게 피가 나거나 멍이 들고, 유방 통증이나 기절할 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=347,조아람,드물 출혈 혈종 유방 통증 감염 피부 열 상 국소 마취제 부작용 미주 신경 반사 실신 발생 있
420,421,,"근육의 양이 많은 사람, 심한 운동을 한 경우, 외상 및 수술과 같은 근육 손상, 콜레스테롤 강하제, 지나친 음주는 CK의 수치를 상승시킬 수 있습니다.",근육이 많거나 운동을 심하게 했거나 술을 많이 마시면 검사 수치가 높아질 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=99,조아람,근육 양 많 심 운동 경우 외상 및 수술 근육 손상 콜레스테롤 강하제 지나치 음주 의 수치 상승 시키 있
421,422,,그리고 임신 초기에는 CK 수치가 감소할 수 있으므로 결과에 반영하거나 영향을 주는 요인은 사전에 조절하여 검사를 준비하도록 합니다.,임신 초기에는 수치가 낮아질 수 있어요. 검사 전 이런 영향을 주는 요인은 미리 조절하세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=99,조아람,그리고 임신 초기 수치 감소 있 으므로 결과 반영 거나 영향 주 요인 사전 조절 검사 준비 도록
422,423,,"트로포닌 수치는 심근염, 울혈성 심부전, 심한 감염, 신부전, 만성피부염일 때에도 상승할 수 있습니다.",트로포닌 수치는 심장질환 외에도 감염이나 신장병이 있으면 올라갈 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=101,조아람,트로포닌 수치 심근 염 울혈성 심부전 심 감염 신부전 만성 피부염 상승 있
423,424,,그러므로 증가된 트로포닌 농도만으로 심근경색이나 심장마비를 진단하는것은 바람직하지 않으며 정확한 진단을 위해서는 추가적인 검사가 필요합니다.,트로포닌 수치만으로는 심장병을 단정 짓기 어려워요. 다른 검사도 필요해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=101,조아람,그러므로 증가 트로포닌 농도 심근 경색 이나 심장 마비 진단 바람직 으며 정확 진단 추가 검사 필요
424,425,,트로포닌은 힘든 운동 후에도 증가할 수 있으나 심근 질환과 관련된 흉통 등의 증상 및 징후가 함께 발생하지 않는다면 임상적으로 의미를 갖지 않습니다.,운동을 심하게 해도 수치가 올라갈 수 있어요. 가슴 통증 같은 증상도 함께 봐야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=101,조아람,트로포 닌 힘들 운동 후 증가 있 으나 심근 질환 관련 흉 통 증상 및 징후 함께 발생 는다면 임상 의미 갖
425,426,,모유 수유 중인 경우에는 검사 후 일정 기간 동안 수유를 중지해야 합니다.,모유 수유 중이면 검사를 한 뒤 잠시 수유를 쉬어야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=149,조아람,모유 수 유 경우 검사 후 일정 기간 동안 수 유 중지
426,427,,"내시경 검사와 조직 검사로 인한 출혈, 천공이 매우 드물게 발생할 수 있으며 내시경 검사 중 발생하는 출혈의 경우 내시경을 이용하여 지혈이 가능하나 추가 처치를 위해 입원이 필요할 수 있습니다.",내시경 검사 중 드물게 출혈이나 구멍이 생길 수 있고 치료가 필요할 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=42,조아람,내시경 검사 조직 검사 인하 출혈 천공 매우 드물 발생 있 으며 내시경 검사 발생 출혈 경우 내시경 이용 지혈 가능 나 추가 처치 입원 필요 있
427,428,,"천공이 발생한 경우에는 내시경을 이용한 봉합술, 항생제 치료, 수술적 치료가 필요할 수 있습니다.","구멍이 생기면 내시경으로 꿰매거나 약물, 수술 치료가 필요할 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=42,조아람,천공 발생 경우 내시경 이용 봉합 술 항생제 치료 수술 치료 필요 있
428,429,,그외 감염의 가능성이 있습니다.,드물게 감염이 생길 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=42,조아람,외 감염 가능 있
429,430,,수면내시경 검사 시 투여된 진정제로 인하여 위험하므로 검사 당일 운전은 하시면 안됩니다.,수면내시경을 한 날은 졸릴 수 있어 운전하면 안 돼요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=42,조아람,수면 내시경 검사 시 투여 진정제 인하 위험 므로 검사 당일 운전 시 안
430,431,,"소변줄을 삽입하는 과정으로 인해 검사 후 2~3일간 잔뇨감, 혈뇨, 약간의 통증이 발생할 수 있습니다.","소변줄을 넣은 뒤엔 2~3일 정도 소변이 남는 느낌, 피나 통증이 있을 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=11,조아람,소변 줄 삽입 과정 인하 검사 후 일간 잔뇨감 혈뇨 약간 통증 발생 있
431,432,,소아의 경우는 검사 중 소변줄의 삽입에 따른 요로 감염을 예방하기 위해 의사의 처방에 따라 검사 당일과 다음날 항생제를 복용합니다.,아이는 소변줄을 넣을 때 감염 예방을 위해 약을 쓸 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=11,조아람,소아 경우 검사 소변 줄 삽입 요로 감염 예방 의사 처방 검사 당일 다음날 항생제 복용
432,433,,X-선을 이용한 검사로 임산부이거나 임신 가능성이 있는 경우 의료진과 상의 후 검사 여부를 결정하여야 합니다.,엑스레이를 사용하는 검사라 임신 중이거나 임신 가능성이 있으면 검사 전에 의사와 상의하세요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=11,조아람,선 이용 검사 임산부 거나 임신 가능 경우 의료진 상의 후 검사 여부 결정
433,434,,"방광요도조영검사를 위한 카테터 삽입시 불편감이 있을 수 있으며, 검사 후 카테터 삽입부위에 감염이나 출혈이 발생할 수 있습니다.","소변 검사 때 관을 넣으면 불편할 수 있고, 잠깐 피가 나거나 소변 볼 때 따가울 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=11,조아람,방광 요도 조영 검사 카테터 삽입 시 불편 감 있 있 으며 검사 후 카테터 삽입 부위 감염 이나 출혈 발생 있
434,435,,"지속적인 통증이나 출혈, 부종, 열감이 있을 시 의료진에게 알려야 합니다.","통증, 피, 붓기, 열이 계속되면 병원에 알려주세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=11,조아람,지속 통증 이나 출혈 부종 열 감 있 시 의료진 알리
435,436,,"소변줄을 삽입하는 과정으로 인해 검사 후 2~3일간 잔뇨감, 혈뇨, 약간의 통증이 발생할 수 있습니다.","소변줄을 넣은 뒤 며칠 동안 소변이 남는 느낌이나 통증, 피가 나올 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=12,조아람,소변 줄 삽입 과정 인하 검사 후 일간 잔뇨감 혈뇨 약간 통증 발생 있
436,437,,소아의 경우는 검사 중 소변줄의 삽입에 따른 요로 감염을 예방하기 위해 의사의 처방에 따라 검사 당일과 다음날 항생제를 복용합니다.,아이들은 감염을 막기 위해 검사 전에 의사의 처방으로 약을 쓸 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=12,조아람,소아 경우 검사 소변 줄 삽입 요로 감염 예방 의사 처방 검사 당일 다음날 항생제 복용
437,438,,X-선을 이용한 검사로 임산부이거나 임신 가능성이 있는 경우 의료진과 상의 후 검사 여부를 결정하여야 합니다.,엑스레이 검사이기 때문에 임신 중이거나 가능성이 있다면 의사와 상의가 필요해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=12,조아람,선 이용 검사 임산부 거나 임신 가능 경우 의료진 상의 후 검사 여부 결정
438,439,,"배뇨성 방광요도조영술은 카테터 삽입 시 불편감이 있을 수 있으며, 검사 후 카테터 삽입 부위에 감염이나 출혈이 발생할 수 있습니다.","소변 관련 검사에서 관을 넣을 때 불편하고, 피나 소변 시 통증이 잠깐 생길 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=12,조아람,배뇨 방광 요도 조영술 카테터 삽입 시 불편 감 있 있 으며 검사 후 카테터 삽입 부위 감염 이나 출혈 발생 있
439,440,,"지속적인 통증이나 출혈, 부종, 열감이 있을 경우 의료진에게 알리도록 합니다.","아픔이나 붓기, 피, 열이 계속되면 병원에 꼭 알려주세요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=12,조아람,지속 통증 이나 출혈 부종 열 감 있 경우 의료진 알리 도록
440,441,,여성의 경우 월경 전후 요 검사시 잠혈이 보일 수 있으므로 월경 기간을 피해서 검사하거나 부득이하게 검사를 시행해야 하는 경우 이를 의사에게 알려야 합니다.,생리 중엔 소변에 피가 섞여 나올 수 있어서 생리 기간은 피해서 검사해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=90,조아람,여성 경우 월경 전후 요 검사 시 잠 혈 보이 있 으므로 월경 기간 피하 검사 거나 부득이 검사 시행 경우 의사 알리
441,442,,"그 외 심한 운동, 감염 등의 신체 변화에 있어서도 미세한 요 잠혈이 나타날 수 있으므로 요 검사 전에는 무리한 활동을 하지 않는 것이 좋습니다.",운동을 심하게 하거나 몸에 염증이 있으면 소변에 피가 조금 나올 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=90,조아람,외 심 운동 감염 신체 변화 미세 요 잠 혈 나타나 있 으므로 요 검사 전 무리 활동 좋
442,443,,적은 양의 혈뇨가 한 번 있었다고 해서 이상이 있다고 할 수는 없습니다.,소변에 피가 조금 한 번 섞였다고 꼭 이상이 있는 건 아니에요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=89,조아람,적 양 혈뇨 번 있 이상
443,444,,"혈뇨는 생리, 감염, 알레르기, 운동 및 외상에 의해 일시적으로 나타날 수 있기 때문입니다.","생리나 감염, 운동, 충격으로 소변에 피가 잠깐 섞일 수 있어요. 자세한 확인이 필요해요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=89,조아람,혈뇨 생리 감염 알레르기 운동 및 외상 의하 일시 나타나 있
444,445,,따라서 지속적인 혈뇨가 있거나 혈뇨의 양이 많을 때 그 원인에 대해 정밀 검사가 필요합니다.,소변에 피가 계속 보이거나 양이 많으면 정확한 검사를 받아야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=89,조아람,따라서 지속 혈뇨 거나 혈뇨 양 많 원인 정밀 검사 필요
445,446,,사람 융모성 성선자극호르몬은 임신 초기에 증가하여 9~10주 쯤에는 최대치에 도달합니다.,임신 초기에는 호르몬 수치가 점점 올라가서 9~10주쯤에 가장 높아져요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=63,조아람,사람 융모성 성선 자극 호르몬 임신 초기 증가 주 쯤 최대 치 도달
446,447,,임신 10주 이후에도 HCG 호르몬이 지속적으로 상승되어 있다면 영양막 종양을 의심할 수 있습니다.,임신 10주가 지나도 호르몬 수치가 계속 오르면 드물게 종양일 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=63,조아람,임신 주 이후 호르몬 지속 상승 다면 영양 막 종양 의심 있
447,448,,자궁경부암의 주요원인인 인유두종바이러스 감염 예방을 위해서는 안전한 성생활을 유지하는 것이 중요합니다.,자궁경부암을 막으려면 안전한 성생활을 지키는 게 좋아요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=38,조아람,자궁경부암 주요 원인 인유두종 바이러스 감염 예방 안전 성생활 유지 중요
448,449,,"첫 성경험 연령이 낮을 수록 위험도는 높아진다는 연구 결과가 있으므로 첫 성경험의 연령은 늦추고 성적 대상자수를 제한하며, 콘돔을 사용하는 등 안전한 성생활 유지가 필요합니다.",성관계를 너무 일찍 시작하면 위험이 커져요. 가능한 늦게 시작하는 게 좋아요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=38,조아람,첫 성 경험 연령 낮 수록 위험도 높 연구 결과 으므로 첫 성 경험 연령 늦추 성적 대상자 수 제한 콘돔 사용 안전 성생활 유지 필요
449,450,,국가암검진사업에 의해 30세 이상 여성은 2년에 한번씩 무료로 자궁경부암 검진을 받을 수 있습니다.,30세 이상 여성은 2년에 한 번 무료로 자궁경부암 검사를 받을 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=38,조아람,국가 암 검진 사업 의하 세 이상 여성 한번 씩 무료 자궁경부암 검진 받 있
450,451,,성경험이 있거나 만 20세 이상의 모든 여성은 자궁경부암 검진의 대상자가 됩니다.,성관계를 한 적이 있거나 20세가 넘으면 자궁경부암 검사를 받을 수 있어요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=38,조아람,성 경험 있 거나 세 이상 모든 여성 자궁경부암 검진 대상자 가
451,452,,X-선을 이용한 검사로 임신부이거나 임신 가능성이 있는 경우 의료진과 상의 후 검사 여부를 결정하여야 합니다.,엑스레이를 사용하는 검사라 임신 중이거나 가능성이 있으면 병원과 상의해야 해요.,https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=39,조아람,선 이용 검사 임신부 거나 임신 가능 경우 의료진 상의 후 검사 여부 결정
452,453,,"조영제 주입 시 일부 환자에서 화끈거림, 통증, 가려움, 호흡곤란, 저혈압, 쇼크 등의 부작용이 생길 수 있습니다.","검사약을 넣을 때 가렵거나 숨이 차고, 드물게 기절할 수 있어요.",https://www.amc.seoul.kr/asan/healthinfo/management/managementDetail.do?managementId=39,조아람,조영제 주입 시 일부 환자 화끈거리 통증 가려움 호흡곤란 저 혈압 쇼크 부작용 생기 있
